Unnamed: 0_level_0,Unnamed: 1_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,Att,Yds,TD,Lng,Tgt,Rec,Yds,TD,Lng,Fmb,FL
Patrick Mahomes,KAN,31,47,410,3,1,1,0,69,105.8,3,32,0,32,0,0,0,0,0,1,1
Clyde Edwards-Helaire,KAN,0,0,0,0,0,0,0,0,,9,32,0,9,4,2,18,0,12,0,0
Darrel Williams,KAN,0,0,0,0,0,0,0,0,,5,12,0,11,1,0,0,0,0,0,0
Michael Burton,KAN,0,0,0,0,0,0,0,0,,1,7,1,7,2,2,20,0,20,0,0
Blake Bell,KAN,0,0,0,0,0,0,0,0,,1,3,0,3,1,0,0,0,0,0,0
Travis Kelce,KAN,0,0,0,0,0,0,0,0,,0,0,0,0,13,10,191,2,69,0,0
Tyreek Hill,KAN,0,0,0,0,0,0,0,0,,0,0,0,0,13,12,148,1,40,0,0
Byron Pringle,KAN,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,22,0,10,0,0
Mecole Hardman,KAN,0,0,0,0,0,0,0,0,,1,0,0,0,4,2,11,0,6,0,0
Demarcus Robinson,KAN,0,0,0,0,0,0,0,0,,0,0,0,0,3,0,0,0,0,0,0
,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds,Lng,Rate,Att,Yds,TD,Lng,Tgt,Rec,Yds,TD,Lng,Fmb,FL
Justin Herbert,LAC,22,38,236,2,1,0,0,29,82.8,5,16,1,8,0,0,0,0,0,0,0
Keenan Allen,LAC,0,1,0,0,0,0,0,0,39.6,0,0,0,0,10,6,78,1,29,0,0
Justin Jackson,LAC,0,0,0,0,0,0,0,0,,13,86,0,22,1,1,13,0,13,0,0
Austin Ekeler,LAC,0,0,0,0,0,0,0,0,,12,59,1,15,4,4,23,0,9,0,0
Joshua Kelley,LAC,0,0,0,0,0,0,0,0,,7,21,0,7,0,0,0,0,0,1,1
Andre Roberts,LAC,0,0,0,0,0,0,0,0,,1,6,0,6,0,0,0,0,0,0,0
Gabe Nabers,LAC,0,0,0,0,0,0,0,0,,1,4,0,4,0,0,0,0,0,0,0
Mike Williams,LAC,0,0,0,0,0,0,0,0,,0,0,0,0,9,3,49,0,27,0,0
Jared Cook,LAC,0,0,0,0,0,0,0,0,,0,0,0,0,7,3,32,0,15,0,0
Josh Palmer,LAC,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,15,0,15,0,0
Stephen Anderson,LAC,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,12,0,12,0,0
Jalen Guyton,LAC,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,10,1,6,0,0
Tre' McKitty,LAC,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,4,0,4,0,0
Donald Parham,LAC,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0
