Unnamed: 0_level_0,Unnamed: 1_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,Att,Yds,TD,Lng,Tgt,Rec,Yds,TD,Lng,Fmb,FL
Jalen Hurts,PHI,17,26,214,0,0,1,2,30,90.9,7,44,0,22,0,0,0,0,0,0,0
Boston Scott,PHI,0,0,0,0,0,0,0,0,,14,47,2,14,4,4,39,0,19,0,0
Jordan Howard,PHI,0,0,0,0,0,0,0,0,,11,26,0,7,1,0,0,0,0,0,0
Kenneth Gainwell,PHI,0,0,0,0,0,0,0,0,,1,4,0,4,0,0,0,0,0,0,0
Dallas Goedert,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,7,6,71,0,18,0,0
DeVonta Smith,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,6,3,54,0,30,0,0
Greg Ward,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,35,0,27,0,0
Quez Watkins,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,4,2,15,0,10,0,0
Jalen Reagor,PHI,0,0,0,0,0,0,0,0,,1,-3,0,-3,1,0,0,0,0,0,0
,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds,Lng,Rate,Att,Yds,TD,Lng,Tgt,Rec,Yds,TD,Lng,Fmb,FL
Taylor Heinicke,WAS,27,36,247,0,1,3,29,25,81.6,2,14,0,10,0,0,0,0,0,0,0
Jaret Patterson,WAS,0,0,0,0,0,0,0,0,,12,57,1,11,5,5,41,0,12,0,0
Wendell Smallwood,WAS,0,0,0,0,0,0,0,0,,4,12,0,4,3,2,10,0,6,0,0
DeAndre Carter,WAS,0,0,0,0,0,0,0,0,,1,6,0,6,0,0,0,0,0,0,0
Jonathan Williams,WAS,0,0,0,0,0,0,0,0,,2,4,0,3,3,2,7,0,11,0,0
Dax Milne,WAS,0,0,0,0,0,0,0,0,,1,1,0,1,1,0,0,0,0,0,0
Terry McLaurin,WAS,0,0,0,0,0,0,0,0,,0,0,0,0,8,7,61,0,12,0,0
Cam Sims,WAS,0,0,0,0,0,0,0,0,,0,0,0,0,5,4,48,0,18,0,0
John Bates,WAS,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,35,0,24,0,0
Dyami Brown,WAS,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,25,0,25,0,0
Adam Humphries,WAS,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,12,0,10,0,0
Ricky Seals-Jones,WAS,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,8,0,8,0,0
