Unnamed: 0_level_0,Unnamed: 1_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,Att,Yds,TD,Lng,Tgt,Rec,Yds,TD,Lng,Fmb,FL
Mac Jones,NWE,23,30,231,1,1,1,5,24,95.3,1,3,0,3,0,0,0,0,0,0,0
Damien Harris,NWE,0,0,0,0,0,0,0,0,,14,58,1,15,0,0,0,0,0,1,1
Brandon Bolden,NWE,0,0,0,0,0,0,0,0,,2,25,0,24,4,4,6,0,3,0,0
Rhamondre Stevenson,NWE,0,0,0,0,0,0,0,0,,11,23,0,9,0,0,0,0,0,0,0
Kendrick Bourne,NWE,0,0,0,0,0,0,0,0,,1,12,0,12,3,3,26,0,15,0,0
Jonnu Smith,NWE,0,0,0,0,0,0,0,0,,1,5,0,5,2,2,27,0,23,0,0
Hunter Henry,NWE,0,0,0,0,0,0,0,0,,0,0,0,0,8,6,75,1,21,0,0
Jakobi Meyers,NWE,0,0,0,0,0,0,0,0,,0,0,0,0,5,4,56,0,24,0,0
Nelson Agholor,NWE,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,32,0,20,0,0
N'Keal Harry,NWE,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,9,0,9,0,0
,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds,Lng,Rate,Att,Yds,TD,Lng,Tgt,Rec,Yds,TD,Lng,Fmb,FL
Davis Mills,HOU,21,29,312,3,0,3,19,67,141.7,1,2,0,2,0,0,0,0,0,0,0
Mark Ingram,HOU,0,0,0,0,0,0,0,0,,16,41,0,8,0,0,0,0,0,0,0
Phillip Lindsay,HOU,0,0,0,0,0,0,0,0,,5,19,0,10,0,0,0,0,0,0,0
David Johnson,HOU,0,0,0,0,0,0,0,0,,2,5,0,3,6,5,46,0,16,0,0
Chris Moore,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,5,5,109,1,67,0,0
Chris Conley,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,84,1,40,1,1
Brandin Cooks,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,23,0,14,0,0
Pharaoh Brown,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,4,2,22,0,15,0,0
Jordan Akins,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,17,0,9,0,0
Antony Auclair,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,11,1,11,0,0
