Unnamed: 0_level_0,Unnamed: 1_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,Att,Yds,TD,Lng,Tgt,Rec,Yds,TD,Lng,Fmb,FL
Dak Prescott,DAL,28,43,216,0,2,5,22,19,57.9,0,0,0,0,0,0,0,0,0,2,1
Tony Pollard,DAL,0,0,0,0,0,0,0,0,,7,50,0,31,2,2,20,0,14,0,0
Ezekiel Elliott,DAL,0,0,0,0,0,0,0,0,,9,32,0,8,6,6,36,0,19,0,0
Dalton Schultz,DAL,0,0,0,0,0,0,0,0,,0,0,0,0,8,6,53,0,19,0,0
Michael Gallup,DAL,0,0,0,0,0,0,0,0,,0,0,0,0,10,5,44,0,16,0,0
Cedrick Wilson Jr.,DAL,0,0,0,0,0,0,0,0,,0,0,0,0,7,4,36,0,18,0,0
CeeDee Lamb,DAL,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,14,0,8,0,0
Malik Turner,DAL,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,11,0,11,0,0
Sean McKeon,DAL,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,0,2,0,0
Noah Brown,DAL,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,0,0
,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds,Lng,Rate,Att,Yds,TD,Lng,Tgt,Rec,Yds,TD,Lng,Fmb,FL
Patrick Mahomes,KAN,23,37,260,0,1,3,16,37,71.9,7,11,0,11,0,0,0,0,0,1,1
Clyde Edwards-Helaire,KAN,0,0,0,0,0,0,0,0,,12,63,1,14,2,2,13,0,12,0,0
Tyreek Hill,KAN,0,0,0,0,0,0,0,0,,1,33,0,33,11,9,77,0,23,0,0
Darrel Williams,KAN,0,0,0,0,0,0,0,0,,5,15,0,10,3,1,11,0,11,0,0
Travis Kelce,KAN,0,0,0,0,0,0,0,0,,1,4,1,4,8,5,74,0,24,0,0
Byron Pringle,KAN,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,37,0,37,0,0
Mecole Hardman,KAN,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,25,0,13,0,0
Blake Bell,KAN,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,8,0,8,0,0
Noah Gray,KAN,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,8,0,8,0,0
Josh Gordon,KAN,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,7,0,7,0,0
