Unnamed: 0_level_0,Unnamed: 1_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,Att,Yds,TD,Lng,Tgt,Rec,Yds,TD,Lng,Fmb,FL
Tom Brady,TAM,34,42,297,2,1,0,0,27,102.1,4,1,0,3,0,0,0,0,0,0,0
Leonard Fournette,TAM,0,0,0,0,0,0,0,0,,22,81,2,20,6,6,46,0,18,0,0
Ronald Jones II,TAM,0,0,0,0,0,0,0,0,,5,20,0,9,1,1,9,0,9,0,0
Antonio Brown,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,13,9,93,1,27,0,0
O.J. Howard,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,7,6,49,1,15,0,0
Chris Godwin,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,5,5,43,0,16,0,0
Mike Evans,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,4,2,27,0,22,0,0
Cameron Brate,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,26,0,12,0,0
Giovani Bernard,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,4,0,8,0,0
,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds,Lng,Rate,Att,Yds,TD,Lng,Tgt,Rec,Yds,TD,Lng,Fmb,FL
Jalen Hurts,PHI,12,26,115,1,1,2,2,25,55.8,10,44,2,11,0,0,0,0,0,0,0
Miles Sanders,PHI,0,0,0,0,0,0,0,0,,9,56,0,23,4,2,10,0,6,0,0
Quez Watkins,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,44,0,24,0,0
DeVonta Smith,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,4,2,31,0,25,0,0
Zach Ertz,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,6,4,29,1,16,0,0
Kenneth Gainwell,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,1,0,1,0,0
Jalen Reagor,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,3,0,0,0,0,0,0
