Unnamed: 0_level_0,Unnamed: 1_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,Att,Yds,TD,Lng,Tgt,Rec,Yds,TD,Lng,Fmb,FL
Jared Goff,DET,21,35,203,0,1,4,23,21,64.3,0,0,0,0,0,0,0,0,0,1,1
Jamaal Williams,DET,0,0,0,0,0,0,0,0,,13,57,0,13,2,2,8,0,4,0,0
D'Andre Swift,DET,0,0,0,0,0,0,0,0,,11,51,1,12,6,6,53,0,21,0,0
Amon-Ra St. Brown,DET,0,0,0,0,0,0,0,0,,0,0,0,0,8,7,65,0,18,0,0
Quintez Cephus,DET,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,38,0,21,0,0
T.J. Hockenson,DET,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,22,0,14,0,0
KhaDarel Hodge,DET,0,0,0,0,0,0,0,0,,0,0,0,0,5,1,17,0,17,0,0
Kalif Raymond,DET,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,0,0
Trinity Benson,DET,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,0,0
,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds,Lng,Rate,Att,Yds,TD,Lng,Tgt,Rec,Yds,TD,Lng,Fmb,FL
Kirk Cousins,MIN,25,34,275,1,1,2,11,37,94.6,1,4,0,4,0,0,0,0,0,0,0
Alexander Mattison,MIN,0,0,0,0,0,0,0,0,,25,113,0,48,7,7,40,1,15,1,1
Ameer Abdullah,MIN,0,0,0,0,0,0,0,0,,1,2,0,2,0,0,0,0,0,0,0
C.J. Ham,MIN,0,0,0,0,0,0,0,0,,1,1,0,1,1,1,14,0,14,0,0
Justin Jefferson,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,8,7,124,0,37,0,0
Adam Thielen,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,40,0,21,0,0
Tyler Conklin,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,25,0,16,0,0
Dede Westbrook,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,18,0,6,0,0
K.J. Osborn,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,14,0,8,0,0
Ben Ellefson,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0
