Unnamed: 0_level_0,Unnamed: 1_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,Att,Yds,TD,Lng,Tgt,Rec,Yds,TD,Lng,Fmb,FL
Joe Burrow,CIN,21,34,259,3,1,3,28,54,102.5,1,-1,0,-1,0,0,0,0,0,1,0
Tyler Boyd,CIN,1,1,46,0,0,0,0,46,118.7,0,0,0,0,8,5,69,1,21,0,0
Joe Mixon,CIN,0,0,0,0,0,0,0,0,,14,33,1,8,5,4,58,1,46,0,0
Ja'Marr Chase,CIN,0,0,0,0,0,0,0,0,,1,9,0,9,9,3,32,1,21,0,0
Tee Higgins,CIN,0,0,0,0,0,0,0,0,,0,0,0,0,6,4,97,0,54,0,0
C.J. Uzomah,CIN,0,0,0,0,0,0,0,0,,0,0,0,0,4,4,33,0,11,0,0
Samaje Perine,CIN,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,16,0,13,0,0
,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds,Lng,Rate,Att,Yds,TD,Lng,Tgt,Rec,Yds,TD,Lng,Fmb,FL
Mike White,NYJ,37,45,405,3,2,2,8,26,107.9,5,-1,0,2,0,0,0,0,0,0,0
Josh Johnson,NYJ,2,4,17,0,0,0,0,9,61.5,0,0,0,0,0,0,0,0,0,0,0
Michael Carter,NYJ,0,0,0,0,0,0,0,0,,15,77,1,18,14,9,95,0,23,0,0
Ty Johnson,NYJ,0,0,0,0,0,0,0,0,,4,15,0,8,6,5,71,1,19,0,0
Elijah Moore,NYJ,0,0,0,0,0,0,0,0,,1,4,0,4,6,6,67,0,24,0,0
La'Mical Perine,NYJ,0,0,0,0,0,0,0,0,,1,3,0,3,0,0,0,0,0,0,0
Jamison Crowder,NYJ,0,0,0,0,0,0,0,0,,0,0,0,0,9,8,84,0,26,1,1
Denzel Mims,NYJ,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,30,0,17,0,0
Keelan Cole,NYJ,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,25,0,11,0,0
Tyler Kroft,NYJ,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,20,1,13,0,0
Braxton Berrios,NYJ,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,13,1,8,0,0
Ryan Griffin,NYJ,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,7,0,7,0,0
Jeff Smith,NYJ,0,0,0,0,0,0,0,0,,1,-1,0,-1,1,1,10,0,10,0,0
