Unnamed: 0_level_0,Unnamed: 1_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,Att,Yds,TD,Lng,Tgt,Rec,Yds,TD,Lng,Fmb,FL
Teddy Bridgewater,DEN,22,40,257,1,2,1,7,36,62.2,4,17,0,9,0,0,0,0,0,0,0
Javonte Williams,DEN,0,0,0,0,0,0,0,0,,23,102,0,14,9,6,76,1,34,1,0
Mike Boone,DEN,0,0,0,0,0,0,0,0,,4,35,0,16,1,1,19,0,19,0,0
Jerry Jeudy,DEN,0,0,0,0,0,0,0,0,,0,0,0,0,6,4,77,0,36,0,0
Noah Fant,DEN,0,0,0,0,0,0,0,0,,0,0,0,0,4,4,33,0,12,0,0
Albert Okwuegbunam,DEN,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,21,0,10,0,0
Courtland Sutton,DEN,0,0,0,0,0,0,0,0,,0,0,0,0,6,2,15,0,10,0,0
Tim Patrick,DEN,0,0,0,0,0,0,0,0,,0,0,0,0,5,1,9,0,9,0,0
Kendall Hinton,DEN,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,7,0,7,0,0
,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds,Lng,Rate,Att,Yds,TD,Lng,Tgt,Rec,Yds,TD,Lng,Fmb,FL
Patrick Mahomes,KAN,15,29,184,0,1,1,6,38,57.3,4,12,1,10,0,0,0,0,0,0,0
Clyde Edwards-Helaire,KAN,0,0,0,0,0,0,0,0,,14,54,0,10,3,3,28,0,29,0,0
Darrel Williams,KAN,0,0,0,0,0,0,0,0,,5,20,0,12,3,3,60,0,38,0,0
Michael Burton,KAN,0,0,0,0,0,0,0,0,,1,3,0,3,0,0,0,0,0,0,0
Travis Kelce,KAN,0,0,0,0,0,0,0,0,,0,0,0,0,8,3,27,0,14,0,0
Tyreek Hill,KAN,0,0,0,0,0,0,0,0,,0,0,0,0,5,2,22,0,13,0,0
Demarcus Robinson,KAN,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,21,0,12,0,0
Byron Pringle,KAN,0,0,0,0,0,0,0,0,,0,0,0,0,4,1,14,0,14,0,0
Mecole Hardman,KAN,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,12,0,12,0,0
Marcus Kemp,KAN,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0
