Unnamed: 0_level_0,Unnamed: 1_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,Att,Yds,TD,Lng,Tgt,Rec,Yds,TD,Lng,Fmb,FL
Jared Goff,DET,20,35,161,1,2,4,34,27,54.6,1,0,0,0,0,0,0,0,0,1,1
David Montgomery,DET,0,0,0,0,0,0,0,0,,10,66,0,13,3,3,19,0,10,0,0
Jahmyr Gibbs,DET,0,0,0,0,0,0,0,0,,11,66,1,36,4,3,16,0,12,1,0
Sam LaPorta,DET,0,0,0,0,0,0,0,0,,1,4,0,4,6,2,23,0,13,0,0
Jameson Williams,DET,0,0,0,0,0,0,0,0,,1,4,0,4,2,0,0,0,0,0,0
Josh Reynolds,DET,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,44,1,27,0,0
Amon-Ra St. Brown,DET,0,0,0,0,0,0,0,0,,0,0,0,0,8,3,21,0,11,0,0
Donovan Peoples-Jones,DET,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,17,0,17,0,0
Kalif Raymond,DET,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,15,0,5,0,0
Brock Wright,DET,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,6,0,4,0,0
,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds,Lng,Rate,Att,Yds,TD,Lng,Tgt,Rec,Yds,TD,Lng,Fmb,FL
Justin Fields,CHI,19,33,223,1,0,3,29,41,88.3,12,58,1,19,0,0,0,0,0,0,0
D'Onta Foreman,CHI,0,0,0,0,0,0,0,0,,11,50,0,13,3,2,22,0,16,0,0
D.J. Moore,CHI,0,0,0,0,0,0,0,0,,3,20,1,16,10,6,68,1,38,0,0
Khalil Herbert,CHI,0,0,0,0,0,0,0,0,,3,8,0,4,0,0,0,0,0,0,0
Roschon Johnson,CHI,0,0,0,0,0,0,0,0,,1,6,0,6,0,0,0,0,0,0,0
Cole Kmet,CHI,0,0,0,0,0,0,0,0,,0,0,0,0,6,5,66,0,41,0,0
Darnell Mooney,CHI,0,0,0,0,0,0,0,0,,0,0,0,0,7,2,44,0,28,0,0
Velus Jones Jr.,CHI,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,11,0,11,0,0
Tyler Scott,CHI,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,11,0,11,0,0
Marcedes Lewis,CHI,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,4,0,4,0,0
Khari Blasingame,CHI,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,-3,0,-3,0,0
