Unnamed: 0_level_0,Unnamed: 1_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,Att,Yds,TD,Lng,Tgt,Rec,Yds,TD,Lng,Fmb,FL
Garrett Gilbert,WAS,20,31,194,0,0,2,20,46,81.9,0,0,0,0,0,0,0,0,0,1,0
Antonio Gibson,WAS,0,0,0,0,0,0,0,0,,15,26,1,8,7,6,39,0,19,0,0
Jaret Patterson,WAS,0,0,0,0,0,0,0,0,,4,20,1,13,0,0,0,0,0,1,0
DeAndre Carter,WAS,0,0,0,0,0,0,0,0,,1,12,0,12,3,2,12,0,7,0,0
Jonathan Williams,WAS,0,0,0,0,0,0,0,0,,1,5,0,5,0,0,0,0,0,0,0
Terry McLaurin,WAS,0,0,0,0,0,0,0,0,,0,0,0,0,4,2,51,0,46,0,0
Ricky Seals-Jones,WAS,0,0,0,0,0,0,0,0,,0,0,0,0,7,4,29,0,12,0,0
John Bates,WAS,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,29,0,29,0,0
Adam Humphries,WAS,0,0,0,0,0,0,0,0,,0,0,0,0,6,3,23,0,10,0,0
Cam Sims,WAS,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,13,0,13,0,0
Dax Milne,WAS,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,-2,0,-2,0,0
,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds,Lng,Rate,Att,Yds,TD,Lng,Tgt,Rec,Yds,TD,Lng,Fmb,FL
Jalen Hurts,PHI,20,26,296,1,1,3,15,45,110.4,8,38,2,12,0,0,0,0,0,2,1
Miles Sanders,PHI,0,0,0,0,0,0,0,0,,18,131,0,38,2,2,15,0,16,0,0
Jordan Howard,PHI,0,0,0,0,0,0,0,0,,15,69,0,15,0,0,0,0,0,0,0
Dallas Goedert,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,9,7,135,0,45,0,0
Jalen Reagor,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,57,0,34,0,0
DeVonta Smith,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,40,0,28,0,0
Greg Ward,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,28,1,19,0,0
Quez Watkins,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,14,0,9,0,0
Jack Stoll,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,7,0,7,0,0
Kenneth Gainwell,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0
