Unnamed: 0_level_0,Unnamed: 1_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,Att,Yds,TD,Lng,Tgt,Rec,Yds,TD,Lng,Fmb,FL
Trevor Lawrence,JAX,26,39,280,0,0,1,28,25,87.6,6,37,0,26,0,0,0,0,0,2,1
Dare Ogunbowale,JAX,0,0,0,0,0,0,0,0,,17,57,1,9,4,2,15,0,9,0,0
Tavon Austin,JAX,0,0,0,0,0,0,0,0,,3,21,0,8,7,6,68,0,25,0,0
James Robinson,JAX,0,0,0,0,0,0,0,0,,3,10,0,9,0,0,0,0,0,0,0
Andrew Wingard,JAX,0,0,0,0,0,0,0,0,,1,4,0,4,0,0,0,0,0,0,0
Nathan Cottrell,JAX,0,0,0,0,0,0,0,0,,1,3,0,3,0,0,0,0,0,0,0
Marvin Jones,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,13,8,74,0,19,0,0
Laquon Treadwell,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,5,4,54,0,20,0,0
James O'Shaughnessy,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,4,4,49,0,22,0,0
Jacob Hollister,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,20,0,11,0,0
,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds,Lng,Rate,Att,Yds,TD,Lng,Tgt,Rec,Yds,TD,Lng,Fmb,FL
Zach Wilson,NYJ,14,22,102,1,0,1,2,22,89.6,4,91,1,52,0,0,0,0,0,0,0
Michael Carter,NYJ,0,0,0,0,0,0,0,0,,16,118,0,38,3,2,6,0,4,0,0
Tevin Coleman,NYJ,0,0,0,0,0,0,0,0,,14,57,0,12,1,1,4,0,4,0,0
Braden Mann,NYJ,0,0,0,0,0,0,0,0,,1,4,0,4,0,0,0,0,0,0,0
Braxton Berrios,NYJ,0,0,0,0,0,0,0,0,,1,3,0,3,6,5,37,0,12,0,0
Tyler Kroft,NYJ,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,29,0,22,0,0
Keelan Cole,NYJ,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,25,0,19,0,0
Conor McDermott,NYJ,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,1,1,0,0
Denzel Mims,NYJ,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,0,0
Jeff Smith,NYJ,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0
